user_genome	Kingdom	Phylum	Class	Order	Family	Genus	Species
FDZ070-GBkY16-18.bin.231	Bacteria	Patescibacteria	Paceibacteria	UBA9973	W02-35-19		
FDZ076-YWWu0-2.bin.503	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ050-RBk12-14.bin.328	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JADFTO01	JADFTO01	
FDZ074-GRR10-12.bin.167	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ039-YBe4-6.bin.208	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alishewanella	Alishewanella agri
FDZ072-WuWY2-4.bin.340	Bacteria	GCA-001730085	JADFSZ01	JADFSZ01	JADFSZ01	JADFSZ01	JADFSZ01 sp022560555
FDZ060-HbY12-14.bin.474	Bacteria	Myxococcota_A	UBA9160	UBA9160	SMWR01	SMWR01	SMWR01 sp004356735
FDZ060-HbR22-24.bin.220	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA8366	JADFVY01		
FDZ054-RG0-2.bin.5	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	JADFMN01	
FDZ071-RRG12-14.bin.263	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ064-GR0-2.bin.94	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	GCA-002726655	
FDZ061-WW18-20.bin.987	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	JAUYIZ01		
FDZ033-GG0-2.bin.804	Bacteria	Acidobacteriota	Polarisedimenticolia	Polarisedimenticolales	Polarisedimenticolaceae		
FDZ061-WW18-20.bin.113	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01		
FDZ058-Be8-10.bin.337	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JADFNF01	
FDZ061-WW10-12.bin.142	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	SZUA-185	
FDZ036-RY0-2.bin.248	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	QNFK01	
FDZ058-Be2-4.bin.693	Bacteria	Myxococcota	Myxococcia	SLRQ01	JARGFU01		
FDZ056-Be22-24.bin.110	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JACZSB01	
FDZ076-BkWG22-24.bin.211	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Casp-alpha2	Casp-alpha2	
FDZ069-GBeBe6-8.bin.34	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4486	UBA4486	B75T3L11	
FDZ064-YGR10-12.bin.437	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	PLA5		
FDZ064-BaGW12-14.bin.314	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	JACPHP01		
FDZ074-WuWW22-24.bin.74	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NORP154		
FDZ060-HbY14-16.bin.291	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342		
FDZ054-RG20-22.bin.80	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	JAAYFB01	
FDZ072-GRW4-6.bin.108	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFFS01	
FDZ060-HbY14-16.bin.87	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	TS1B11	
FDZ064-BuG14-16.bin.13	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JACZSB01	JACZSB01 sp022564085
FDZ036-RY0-2.bin.244	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAADHU01	
FDZ041-Be15-20.bin.507	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JAJRSP01	
FDZ076-GGR14-16.bin.116	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979		
FDZ076-RGWu26-28.bin.227	Bacteria						
FDZ072-WRR0-2.bin.609	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14		
FDZ077-WuWW18-20.bin.469	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	JACZRI01	
FDZ060-HbY12-14.bin.176	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ062-GYBk28-30.bin.42	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	JADFSS01	
FDZ046-Be6-8.bin.416	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	UBA822 sp022564055
FDZ033-YG2-4.bin.428	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4486	UBA4486	WLWS01	
FDZ076-BkWG0-2.bin.316	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
FDZ071-RRG32-34.bin.110	Bacteria	Patescibacteria	ABY1	UBA2591	UBA6264	JACZVN01	
FDZ076-WWWu0-2.bin.482	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28		
FDZ074-WuWW4-6.bin.375	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JANQFB01		
FDZ076-WWWu2-4.bin.494	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12		
FDZ076-RBkR12-14.bin.95	Bacteria	Patescibacteria	Paceibacteria	UBA9973	CAJXDB01		
FDZ066-ww18-20.bin.110	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	
FDZ070-RYBk10-12.bin.177	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22		
FDZ076-WWWu0-2.bin.726	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
FDZ058-Be2-4.bin.890	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	S012-113	
FDZ076-BkWG26-28.bin.673	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-38-27	JAHJSY01	
FDZ081-Wu0-2.bin.125	Bacteria	Acidobacteriota	Polarisedimenticolia	Polarisedimenticolales	Polarisedimenticolaceae	JAOTYK01	
FDZ058-Be8-10.bin.20	Bacteria	Zixibacteria	MSB-5A5	GN15	JACZUZ01	JAJRPJ01	
FDZ074-WuYW4-6.bin.408	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA6615	UBA6615		
FDZ050-RBk8-10.bin.3	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185		
FDZ074-GRR20-22.bin.53	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	B3T1B10	
FDZ056-Be2-4.bin.50	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	B3-G11	B3-G11 sp004356175
FDZ072-GWBk0-2.bin.198	Bacteria	Krumholzibacteriota	Krumholzibacteria	WVZY01			
FDZ062-GYBk8-10.bin.13	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFFQ01	JADFFQ01 sp027295435
FDZ070-WuBeBe16-18.bin.135	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2135		
FDZ072-WuWY2-4.bin.686	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	H02-43-30	CAJXHR01	
FDZ060-HbY4-6.bin.382	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales	2-01-FULL-58-14	2-01-FULL-58-14	
FDZ074-WuWW12-14.bin.276	Bacteria	Pseudomonadota	Gammaproteobacteria	MnTg04	MnTg04	MnTg04	
FDZ064-BuG16-18.bin.64	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185		
FDZ076-RGWu22-24.bin.324	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ060-HbR22-24.bin.218	Bacteria	Patescibacteria	Paceibacteria	GCA-002772825	GCA-002772825		
FDZ071-WGBa14-16.bin.251	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	UBA2160	
FDZ062-GYBe6-8.bin.252	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	2-02-FULL-67-57	JACZYA01	
FDZ036-Y0-2.bin.352	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	CF-162	CF-162 sp022565075
FDZ076-WRG8-10.bin.321	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ070-RYBk0-2.bin.55	Bacteria	Planctomycetota	PLA2	PLA2	PLA2		
FDZ062-WuWW2-4.bin.6	Bacteria	Zixibacteria	MSB-5A5	GN15	JACZUZ01	JADFNA01	
FDZ070-WuWY16-18.bin.72	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thermohalobaculum	
FDZ070-WuWY20-22.bin.164	Bacteria	Zixibacteria	MSB-5A5	GN15	JACZUZ01	JAJRPJ01	
FDZ069-BaYG-BaYR0-2.bin.30	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	JAHEJB01	JAHEJB01 sp022561755
FDZ074-GRR0-2.bin.714	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	JADFRG01	
FDZ061-WW18-20.bin.151	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae		
FDZ074-WRR2-4.bin.167	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01			
FDZ044-RBk4-6.bin.18	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	BMS3ABIN03	
FDZ074-WRR4-6.bin.57	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFRH01	
FDZ071-RRG26-28.bin.551	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1328	UBA1328	
FDZ076-Wu6-8.bin.348	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ081-WWW4-6.bin.108	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	N074bin45	
FDZ052-G6-8.bin.234	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922		
FDZ060-GYBk14-16.bin.229	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ058-Be12-14.bin.402	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JAJRRS01	
FDZ071-WW6-8.bin.303	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	JABICL01		
FDZ070-WuRG12-14.bin.121	Bacteria	Spirochaetota	UBA6919	UBA6919	UBA6919	CAJXGR01	
FDZ074-WuRG6-8.bin.83	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-36	
FDZ081-WBu0-2.bin.500	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	JACPHP01		
FDZ050-RBk6-8.bin.251	Bacteria	UBA8248	UBA8248	UBA8248	UBA8248	UBA8248	
FDZ072-GRW0-2.bin.276	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ071-RRG34-36.bin.78	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ071-WGBa14-16.bin.129	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14		
FDZ058-Be2-4.bin.782	Bacteria	Atribacterota	JS1	SB-45	34-128	34-128	
FDZ046-Be10-12.bin.211	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	JADFNZ01	JADFNZ01 sp022563135
FDZ070-GBeBe26-28.bin.136	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFPW01	
FDZ069-WuWuWu10-12.bin.276	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ033-GG0-2.bin.597	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495		
FDZ074-WuYW10-12.bin.16	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	H02-43-30	CAJXHR01	
FDZ066-ww18-20.bin.14	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella rara
FDZ071-BuBuG14-16.bin.70	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11579	VRUJ01	
FDZ060-GBeBe16-18.bin.175	Bacteria	Patescibacteria	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11		
FDZ069-RGG16-18.bin.303	Bacteria	Chloroflexota	Dehalococcoidia	UBA2963	UBA2963	JADFRC01	JADFRC01 sp022574265
FDZ081-Wu0-2.bin.56	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JABDMH01	
FDZ045-Bk0-10.bin.18	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	UBA4096	
FDZ070-GBeBe16-18.bin.3	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	IGHO2-01-FULL-4-A	JAUYLN01	
FDZ072-RYBk0-2.bin.734	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JACZRV01	JACZRV01 sp022574555
FDZ053-RBk18-20.bin.103	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
FDZ062-GYBk8-10.bin.558	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ074-GRW6-8.bin.106	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	
FDZ044-RBk10-12.bin.352	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales			
FDZ072-WuWW2-4.bin.24	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
FDZ054-RG0-2.bin.691	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	
FDZ074-WuYW12-14.bin.114	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ077-WuYW16-18.bin.381	Bacteria	Omnitrophota	Koll11	2-02-FULL-51-18			
FDZ061-WW24-26.bin.439	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b		
FDZ071-WGBa2-4.bin.88	Bacteria	Patescibacteria	ABY1	VMEV01			
FDZ074-WuWW0-2.bin.362	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JADFSL01	JADFSL01	
FDZ061-WW16-18.bin.497	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	JABMRB01	
FDZ076-RRW20-22.bin.17	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ039-YBe2-4.bin.213	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ072-RBkR12-14.bin.44	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii_K
FDZ077-WuYW8-10.bin.235	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ069-BaYG-BaYR12-14.bin.118	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	JACZRI01	
FDZ050-RBk24-26.bin.244	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	B3-G11	B3-G11 sp030125685
FDZ046-Be6-8.bin.318	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	
FDZ071-BaYG6-8.bin.524	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ066-BawG0-2.bin.995	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A		
FDZ072-GRR6-8-26.bin.112	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	JADFKI01 sp022561955
FDZ076-BkWG0-2.bin.146	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ058-Be0-2.bin.423	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	GCA-002726655	
FDZ076-RBkR6-8.bin.145	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	
FDZ071-RWG0-2.bin.197	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	JAAEPI01	
FDZ050-RBk18-20.bin.95	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JABMNX01	JABMNX01	
FDZ074-WuWW10-12.bin.204	Bacteria	Acidobacteriota	UBA6911	RPQK01	RPQK01	JADFOI01	
FDZ062-WuYW0-2.bin.180	Bacteria	SM23-31	SM23-31	SM23-31	SM23-31	JADFON01	
FDZ074-WRR4-6.bin.272	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	GCA-002726655	
FDZ058-Be0-2.bin.170	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4486	UBA4486	UBA7359	
FDZ081-WW2-4.bin.4	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14		
FDZ070-RYBk12-14.bin.258	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	J153	JACZVL01	
FDZ076-BkWG24-26.bin.256	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	JAHJRU01	JAHJRU01	
FDZ072-GRR2-4-26.bin.52	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NORP154		
FDZ070-GBkY24-26.bin.396	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	JANBVJ01	
FDZ064-GR0-2.bin.2	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924		
FDZ074-WuYW10-12.bin.292	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	CAJWER01	CAJWER01	
FDZ050-RBk28-30.bin.112	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4		
FDZ074-WuYW8-10.bin.639	Bacteria	UBA8248	UBA8248	JACPRG01	JACPRG01	JASLXW01	
FDZ076-BkWG26-28.bin.712	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	JAHEOI01		
FDZ072-RRR26-28.bin.25	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFFS01	JADFFS01 sp022568195
FDZ070-WuWW20-22.bin.145	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ060-HbY14-16.bin.402	Bacteria	Chloroflexota	Dehalococcoidia	QGNO01	JAPUKM01	JAPUKM01	
FDZ054-RG20-22.bin.124	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ033-GG2-4.bin.59	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFMZ01	
FDZ066-BawG10-12.bin.6	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ081-WBaG2-4.bin.35	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	
FDZ066-ww12-14.bin.40	Bacteria	Patescibacteria	Gracilibacteria	UBA4473	UBA4473		
FDZ061-WW8-10.bin.420	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ076-RBkR14-16.bin.58	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ074-WuWW24-26.bin.228	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JADFGU01	JADFGU01 sp022567535
FDZ076-WRG2-4.bin.219	Bacteria	Patescibacteria	Gracilibacteria	UM-FILTER-43-11	UM-FILTER-43-11		
FDZ076-GGR6-8.bin.218	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFSH01	
FDZ069-GBeBe0-2.bin.234	Bacteria	Acidobacteriota	Polarisedimenticolia	Polarisedimenticolales	Polarisedimenticolaceae	WVWW01	
FDZ033-YG2-4.bin.459	Bacteria	Planctomycetota	UBA1135	UBA2386	GCA-002748355		
FDZ064-GR12-14.bin.374	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2163	UBA2163	
FDZ072-WuWY6-8.bin.317	Bacteria	Planctomycetota	Phycisphaerae	UBA1845			
FDZ076-RGWu12-14.bin.19	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae		
FDZ062-RRR4-6.bin.74	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA11650	
FDZ070-GBkY28-30.bin.105	Bacteria	Pseudomonadota	Gammaproteobacteria	DAOWEP01	DAOWEP01	DAOWEP01	
FDZ058-Be18-20.bin.450	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	JABMRB01	
FDZ058-Be8-10.bin.933	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01		
FDZ070-GBkY6-8.bin.478	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	B3-G11	
FDZ070-GBkY28-30.bin.159	Bacteria	4484-113	4484-113	4484-113	JAFGCY01		
FDZ056-Be22-24.bin.138	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ062-RRR4-6.bin.92	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ062-WuWW2-4.bin.343	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ081-WBaG2-4.bin.295	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ076-RGWu4-6.bin.664	Bacteria	Planctomycetota	UBA1135	UBA1135	UBA1135	GCA-2746235	
FDZ076-RGWu14-16.bin.164	Bacteria	Planctomycetota	Phycisphaerae	UBA1845			
FDZ074-GRR6-8.bin.252	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	Azophilus	Azophilus sp027297435
FDZ071-RWG4-6.bin.259	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	JACZRW01	
FDZ064-RRG4-6.bin.490	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	CAJXJP01	
FDZ076-WWWu0-2.bin.508	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	GCA-2729495	
FDZ062-WuWW0-2.bin.587	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	TS1B11	
FDZ071-BuBu12-14.bin.61	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JACZSL01	
FDZ066-ww18-20.bin.79	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus ammoniilyticus
FDZ054-RG0-2.bin.424	Bacteria	Chloroflexota	Dehalococcoidia	UBA1127	UBA1127		
FDZ044-RBk2-4.bin.139	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JACZTA01		
FDZ070-GBkY10-12.bin.15	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ074-WuYW10-12.bin.26	Bacteria	Dependentiae	Babeliae	Babeliales	JAHIUU01	JAHIUU01	
FDZ070-RYBk6-8.bin.240	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	SZUA-185	
FDZ066-BUG0-2.bin.379	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960		
FDZ046-Be2-4.bin.310	Bacteria	UBA8248	UBA8248	UBA8248	UBA8248	UBA8248	
FDZ063-WW0-2.bin.401	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4486	UBA4486		
FDZ064-BuG10-12.bin.416	Bacteria	Sumerlaeota	Sumerlaeia	UBA8349	UBA8349		
FDZ074-WRR12-14.bin.61	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis
FDZ060-HbY0-2.bin.137	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thermohalobaculum	
FDZ070-GBkY22-24.bin.117	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ070-GBkYWu.bin.338	Bacteria	Actinomycetota	Acidimicrobiia	IMCC26256	JANYLB01	JANYLB01	
FDZ071-BaYG6-8.bin.695	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA12402	UBA12402		
FDZ033-GG0-2.bin.680	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	
FDZ033-GG0-2.bin.1334	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFOJ01	
FDZ071-RRR8-10.bin.516	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	SURF-32	
FDZ070-WuWW20-22.bin.435	Bacteria	Zixibacteria	MSB-5A5	UM-FILTER-46-8	UM-FILTER-46-8		
FDZ061-WW10-12.bin.65	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	UBA2170	
FDZ070-WuRG12-14.bin.267	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	ARS1013	ARS1013	
FDZ074-WuRG6-8.bin.351	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ071-RRG8-10.bin.205	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	CAIYRG01	
FDZ074-GRR0-2.bin.573	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	JADFIA01	
FDZ046-Be10-12.bin.6	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ070-WuWY18-20.bin.168	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	UBA2126	UBA2126 sp022561485
FDZ050-Be0-2.bin.219	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ074-WuYW10-12.bin.190	Bacteria	Patescibacteria	Paceibacteria	JAHCSD01	JAHCSD01		
FDZ070-GBkY10-12.bin.459	Bacteria	Patescibacteria	Doudnabacteria	UBA920	2-01-FULL-50-11		
FDZ070-GBeBe16-18.bin.506	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	JACPXZ01	
FDZ081-WWW2-4.bin.71	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
FDZ053-RBk14-16.bin.30	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	S146-42	
FDZ0381-2.bin.620	Bacteria	Myxococcota_A	UBA9160	UBA9160	SMWR01	JAJDAM01	
FDZ076-RGWu10-12.bin.672	Bacteria	Omnitrophota	Koll11	Zapsychrales	Zapsychraceae	2-02-FULL-52-10	
FDZ036-Y2-4.bin.35	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JANQMM01	
FDZ074-WuRG20-22.bin.54	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	
FDZ071-RWG0-2.bin.258	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
